"param","est","true","sd","n","tau","EY","B","H0A","H0Y","seed"
"p4",-0.909294804075587,-1,0.0768839024884746,48,10,0.5,200,FALSE,TRUE,3000004
"m1",-0.254346966671607,-0.2,0.0872964753546922,48,10,0.5,200,FALSE,TRUE,3000004
"m2",-0.0848786899673814,0,0.0667113800109487,48,10,0.5,200,FALSE,TRUE,3000004
"m3",0.0508654125664423,0,0.0639742073967285,48,10,0.5,200,FALSE,TRUE,3000004
"m4",-1.0101086902535,-1,0.113994797228476,48,10,0.5,200,FALSE,TRUE,3000004
"p1",0.042003858820206,-0.2,0.232969993751881,24,5,0.5,200,FALSE,FALSE,3000004
"p2",-0.00967200652828169,0,0.172917963657271,24,5,0.5,200,FALSE,FALSE,3000004
"p3",-0.171583624214629,0,0.168803532392623,24,5,0.5,200,FALSE,FALSE,3000004
"p4",-1.13570908748686,-1,0.247413072032402,24,5,0.5,200,FALSE,FALSE,3000004
"m1",0.0212676993229872,-0.2,0.275265110182904,24,5,0.5,200,FALSE,FALSE,3000004
"m2",-0.324989490968721,0,0.203530463495324,24,5,0.5,200,FALSE,FALSE,3000004
"m3",-0.166300380136157,0,0.203078329727731,24,5,0.5,200,FALSE,FALSE,3000004
"m4",-0.507242250855265,-1,0.327466970753825,24,5,0.5,200,FALSE,FALSE,3000004
"p1",-0.259773674215627,-0.2,0.0821506886681095,48,10,0.5,200,FALSE,FALSE,3000004
"p2",0.0186092080419581,0,0.0558582780486114,48,10,0.5,200,FALSE,FALSE,3000004
"p3",0.0634952002622595,0,0.0549251611228921,48,10,0.5,200,FALSE,FALSE,3000004
"p4",-1.08575581725151,-1,0.0788689134587162,48,10,0.5,200,FALSE,FALSE,3000004
"m1",-0.243389839761643,-0.2,0.0979861077272862,48,10,0.5,200,FALSE,FALSE,3000004
"m2",0.0181528375764309,0,0.0666583345158583,48,10,0.5,200,FALSE,FALSE,3000004
"m3",0.00273422329280971,0,0.0660277431294029,48,10,0.5,200,FALSE,FALSE,3000004
"m4",-1.00726264819887,-1,0.114279419794747,48,10,0.5,200,FALSE,FALSE,3000004
"p1",-0.470193174108917,-0.5,0.225729094277856,24,5,0.5,200,TRUE,TRUE,3000005
"p2",-0.128928762832972,0,0.164141968919997,24,5,0.5,200,TRUE,TRUE,3000005
"p3",0.0591918698048177,0,0.162575728477096,24,5,0.5,200,TRUE,TRUE,3000005
"p4",0.1426064955033,0,0.223799384670361,24,5,0.5,200,TRUE,TRUE,3000005
"m1",-0.350259263072285,-0.5,0.272997689655897,24,5,0.5,200,TRUE,TRUE,3000005
"m2",-0.0815779437936814,0,0.198583637816621,24,5,0.5,200,TRUE,TRUE,3000005
"m3",-0.0501098740382908,0,0.198224007075201,24,5,0.5,200,TRUE,TRUE,3000005
"m4",0.235951213272477,0,0.273726218008863,24,5,0.5,200,TRUE,TRUE,3000005
"p1",-0.582080185610285,-0.5,0.0691864879504845,48,10,0.5,200,TRUE,TRUE,3000005
"p2",-0.00396843964868562,0,0.0532050671043425,48,10,0.5,200,TRUE,TRUE,3000005
"p3",0.0417428972507341,0,0.0525272155175527,48,10,0.5,200,TRUE,TRUE,3000005
"p4",0.0732301729682175,0,0.0743228838226534,48,10,0.5,200,TRUE,TRUE,3000005
"m1",-0.354000158840212,-0.5,0.0879980412156824,48,10,0.5,200,TRUE,TRUE,3000005
"m2",-0.10806455350302,0,0.0690351027913026,48,10,0.5,200,TRUE,TRUE,3000005
"m3",-0.0942942363137448,0,0.0668860757657952,48,10,0.5,200,TRUE,TRUE,3000005
"m4",0.197040842566764,0,0.0951788449598292,48,10,0.5,200,TRUE,TRUE,3000005
"p1",-0.209078236339053,-0.2,0.234042003372255,24,5,0.5,200,FALSE,TRUE,3000005
"p2",-0.119903056542556,0,0.170890818849857,24,5,0.5,200,FALSE,TRUE,3000005
"p3",0.152912682379019,0,0.167592984007305,24,5,0.5,200,FALSE,TRUE,3000005
"p4",-1.0267141213023,-1,0.237937156045905,24,5,0.5,200,FALSE,TRUE,3000005
"m1",-0.161459634825395,-0.2,0.267558559661204,24,5,0.5,200,FALSE,TRUE,3000005
"m2",-0.0357183702588782,0,0.193092863305607,24,5,0.5,200,FALSE,TRUE,3000005
"m3",0.0481967661264407,0,0.194730610297428,24,5,0.5,200,FALSE,TRUE,3000005
"m4",-0.691816729234619,-1,0.314208877161007,24,5,0.5,200,FALSE,TRUE,3000005
"p1",-0.206420120056244,-0.2,0.0711324690720831,48,10,0.5,200,FALSE,TRUE,3000005
"p2",-0.0462619667022384,0,0.0548358737831729,48,10,0.5,200,FALSE,TRUE,3000005
"p3",0.0180233080416271,0,0.053980229858068,48,10,0.5,200,FALSE,TRUE,3000005
"p4",-0.921673877665472,-1,0.0785363815299823,48,10,0.5,200,FALSE,TRUE,3000005
"m1",-0.177979806585841,-0.2,0.085858610091934,48,10,0.5,200,FALSE,TRUE,3000005
"m2",-0.0431702492916699,0,0.0676667419881021,48,10,0.5,200,FALSE,TRUE,3000005
"m3",-0.047857566649568,0,0.0659658049344887,48,10,0.5,200,FALSE,TRUE,3000005
"m4",-0.787827077646859,-1,0.110198377059532,48,10,0.5,200,FALSE,TRUE,3000005
"p1",-0.0941778092753692,-0.2,0.291098902063775,24,5,0.5,200,FALSE,FALSE,3000005
"p2",-0.0761467078317778,0,0.185113161514014,24,5,0.5,200,FALSE,FALSE,3000005
"p3",0.0684824073884154,0,0.184273588622301,24,5,0.5,200,FALSE,FALSE,3000005
